Antecedent,Consequent,support,confidence,coverage,lift,count,conviction,cosine,jaccard,Fisher,hlift,hconf
"{Body_LEAN_nmf=1,Body_forward_nmf=1,Head_TURN_nmf=1} ", {CA_gc=1},3%,53%,0.059217129,1.521935,94,1.388392,0.21877569,0.08348135,0.00,1.2368421,0.9999998
"{Body_forward_nmf=1,Head_TURN_nmf=1,head_latral_nmf=1} ", {CA_gc=1},3%,53%,0.059217129,1.521935,94,1.388392,0.21877569,0.08348135,0.00,1.2368421,0.9999998
"{Eyebrows_Furrowed_nmf=1,Eyegaze_dn_nmf=1,head_latral_nmf=1} ", {CA_gc=1},3%,52%,0.06390097,1.500404,100,1.366498,0.22404805,0.088183422,0.00,1.2195122,0.9999998
"{Body_LEAN_nmf=1,Eyegaze_sr_nmf=1,Eyegaze_sl_nmf=1} ", {Verb_Dom_gc=1},1%,68%,0.019739043,1.931783,40,2.01546,0.16078526,0.037453184,0.00,1.3793103,0.9999998
"{Body_LEAN_nmf=1,Eyegaze_up_nmf=1,head_back_nmf=1} ", {Verb_Dom_gc=1},1%,67%,0.021077283,1.899587,42,1.94714,0.16337713,0.039252336,0.00,1.3548387,0.9999997
"{Body_latral_nmf=1,Eyegaze_sl_nmf=1,head_latral_nmf=1} ", {CA_gc=1},5%,48%,0.108397457,1.370971,155,1.248174,0.26663493,0.127887789,0.00,1.1742424,0.9999997
"{Eyebrows_Furrowed_nmf=1,Eyegaze_sr_nmf=1,Head_TURN_nmf=1} ", {CA_gc=1},3%,53%,0.058548009,1.522953,93,1.389444,0.21768162,0.082666667,0.00,1.24,0.9999997
"{Body_forward_nmf=1,Head_PUSH_nmf=1} ", {Verb_Dom_gc=1},3%,55%,0.049180328,1.570067,81,1.445604,0.20627121,0.07264574,0.00,1.2461538,0.9999997
"{Body_LEAN_nmf=1,Body_forward_nmf=1,Head_PUSH_nmf=1} ", {Verb_Dom_gc=1},3%,55%,0.049180328,1.570067,81,1.445604,0.20627121,0.07264574,0.00,1.2461538,0.9999997
"{EyeAp_WD_nmf=1,head_forward_nmf=1} ", {CA_gc=1},2%,57%,0.040481766,1.6342,69,1.514952,0.19422908,0.063013699,0.00,1.2777778,0.9999997
"{Body_latral_nmf=1,Eyegaze_sl_nmf=1} ", {CA_gc=1},7%,46%,0.147540984,1.306168,201,1.196311,0.29637025,0.156664069,0.00,1.1420455,0.9999997
"{Body_forward_nmf=1,EyeAp_WD_nmf=1,Eyegaze_sr_nmf=1} ", {CA_gc=1},1%,77%,0.011709602,2.210738,27,2.848361,0.14131478,0.025689819,0.00,1.4210526,0.9999997
"{Body_LEAN_nmf=1,EyeAp_WD_nmf=1,Eyegaze_sl_nmf=1} ", {CA_gc=1},2%,60%,0.031114085,1.725626,56,1.636433,0.17980609,0.051851852,0.00,1.3023256,0.9999996
"{EyeAp_WD_nmf=1,head_latral_nmf=1} ", {CA_gc=1},4%,51%,0.072264972,1.459421,110,1.326676,0.23175209,0.095735422,0.00,1.2087912,0.9999996
"{Body_forward_nmf=1,EyeAp_WD_nmf=1,head_forward_nmf=1} ", {CA_gc=1},1%,65%,0.022750084,1.854323,44,1.844653,0.16521751,0.041237113,0.00,1.3333333,0.9999996
"{Head_PUSH_nmf=1,head_forward_nmf=1,head_latral_nmf=1} ", {CA_gc=1},1%,69%,0.018066243,1.963584,37,2.068053,0.15590595,0.03490566,0.00,1.3703704,0.9999996
"{Body_LEAN_nmf=1,Eyegaze_sr_nmf=1,Head_PUSH_nmf=1} ", {CA_gc=1},1%,66%,0.021411843,1.880663,42,1.893975,0.16256129,0.03943662,0.00,1.3548387,0.9999996
