Antecedent,Consequent,support,confidence,coverage,lift,count,conviction,cosine,jaccard,Fisher,hlift,hconf
"{NMF_Body=1,NMF_Cheeks=1,Non_Lex=1} ", {NMF_CA=1},0.00133824,1,0.00133824,2.865772,4,       NA,0.06192811,0.003835091,0.01,1,0.9852292
"{NMF_Eyebrows=0,NMF_Eyegaze=0} ", {NMF_Body=0},0.010036802,0.51724138,0.019404483,1.397861,30,1.304951,0.11844854,0.026455026,0.01,1,0.9852498
"{NMF_Cheeks=0,NMF_EyeAp=1,Partly_Lex=0} ", {NMF_Eyegaze=0},0.013047842,0.04220779,0.309133489,1.356549,39,1.011583,0.1330415,0.039877301,0.01,1,0.9853581
"{NMF_Body=1,NMF_Eyebrows=0,NMF_Head=0} ", {NMF_Eyegaze=0},0.00200736,0.09230769,0.021746403,2.966749,6,1.067417,0.07717082,0.039473684,0.01,1,0.9854588
"{NMF_CA=1,NMF_Cheeks=1,NMF_EyeAp=1} ", {NMF_Body=1},0.007360321,0.84615385,0.008698561,1.343151,22,2.405152,0.09942849,0.011658718,0.01,1,0.9855772
"{NMF_Body=1,NMF_Cheeks=1,NMF_EyeAp=1} ", {NMF_CA=1},0.007360321,0.52380952,0.014051522,1.501119,22,1.367213,0.10511287,0.020696143,0.01,1,0.9856646
"{NMF_CA=0,NMF_Eyegaze=1,Fully_Lex=0} ", {NMF_Cheeks=1},0.011040482,0.03810624,0.289729006,1.406167,33,1.011443,0.12459841,0.036105033,0.01,1,0.9857382
"{NMF_Body=0,NMF_EyeAp=0,Partly_Lex=0} ", {Non_Lex=1},0.007025761,0.06907895,0.101706256,1.638706,21,1.028922,0.10729938,0.051344743,0.01,1,0.985739
"{NMF_CA=1,NMF_Cheeks=1,Fully_Lex=1} ", {Partly_Lex=0},0.00234192,1,0.00234192,1.834868,7,       NA,0.06555238,0.004297115,0.01,1,0.9858024
"{NMF_Cheeks=1,NMF_EyeAp=0,Fully_Lex=1} ", {Partly_Lex=0},0.00234192,1,0.00234192,1.834868,7,       NA,0.06555238,0.004297115,0.01,1,0.9858024
"{NMF_Eyebrows=0,NMF_Head=0,Non_Lex=1} ", {Partly_Lex=0},0.00234192,1,0.00234192,1.834868,7,       NA,0.06555238,0.004297115,0.01,1,0.9858024
"{NMF_Eyebrows=1,NMF_Head=0,Non_Lex=1} ", {Partly_Lex=0},0.00234192,1,0.00234192,1.834868,7,       NA,0.06555238,0.004297115,0.01,1,0.9858024
"{NMF_CA=1,NMF_Cheeks=1,Non_Lex=0} ", {Fully_Lex=0},0.007360321,0.75862069,0.009702242,1.395395,22,1.890551,0.10134376,0.013480392,0.01,1,0.9858506
"{NMF_Cheeks=1,NMF_EyeAp=0,NMF_Head=1} ", {Fully_Lex=0},0.007360321,0.75862069,0.009702242,1.395395,22,1.890551,0.10134376,0.013480392,0.01,1,0.9858506
"{NMF_Cheeks=1,NMF_EyeAp=0,Non_Lex=0} ", {Fully_Lex=0},0.007360321,0.75862069,0.009702242,1.395395,22,1.890551,0.10134376,0.013480392,0.01,1,0.9858506
"{NMF_CA=1,NMF_EyeAp=1,NMF_Head=0} ", {Fully_Lex=0},0.009702242,0.725,0.013382402,1.333554,29,1.659418,0.11374736,0.017726161,0.01,1,0.9858541
"{NMF_EyeAp=1,NMF_Eyegaze=1,Fully_Lex=0} ", {NMF_Cheeks=1},0.012044162,0.03722854,0.323519572,1.373779,36,1.010521,0.12863133,0.035573123,0.01,1,0.9859575
"{NMF_Body=0,NMF_EyeAp=0,Partly_Lex=1} ", {NMF_Head=0},0.010705922,0.18604651,0.057544329,1.467264,32,1.072791,0.12533321,0.061657033,0.01,1,0.9859878
"{NMF_Body=1,NMF_Eyebrows=0,Non_Lex=0} ", {NMF_Cheeks=1},0.011040482,0.03815029,0.289394446,1.407793,33,1.011489,0.12467041,0.036144578,0.01,1,0.9859895
"{NMF_CA=1,NMF_Eyebrows=0,NMF_Head=1} ", {NMF_Cheeks=1},0.006022081,0.04627249,0.130143861,1.707512,18,1.020103,0.10140403,0.039823009,0.01,1,0.9860343
"{NMF_Eyebrows=0,NMF_Head=0,Non_Lex=1} ", {Fully_Lex=0},0.00234192,1,0.00234192,1.839385,7,       NA,0.06563301,0.004307692,0.01,1,0.9860451
"{NMF_Eyebrows=1,NMF_Head=0,Non_Lex=1} ", {Fully_Lex=0},0.00234192,1,0.00234192,1.839385,7,       NA,0.06563301,0.004307692,0.01,1,0.9860451
"{NMF_Body=0,NMF_CA=0,NMF_Head=0} ", {NMF_Eyegaze=0},0.004014721,0.06282723,0.06390097,2.019254,12,1.033839,0.09003743,0.044117647,0.01,1,0.9860454
"{NMF_Body=0,NMF_Eyebrows=0,NMF_Head=0} ", {NMF_Eyegaze=0},0.00301104,0.07258065,0.041485447,2.332726,9,1.044712,0.08380891,0.043269231,0.01,1,0.9862543
"{NMF_CA=0,NMF_Eyegaze=0,NMF_Head=1} ", {NMF_Eyebrows=0},0.010705922,0.64,0.016728003,1.34526,32,1.456266,0.12000938,0.022222222,0.01,1,0.9863682
"{NMF_EyeAp=0,NMF_Eyebrows=0,NMF_Head=0} ", {Fully_Lex=1},0.019404483,0.56862745,0.034125125,1.246061,58,1.260303,0.15549654,0.041193182,0.01,1,0.9864967
"{NMF_Body=1,NMF_Eyebrows=0} ", {NMF_Cheeks=1},0.011375042,0.03794643,0.299765808,1.40027,34,1.011275,0.1262067,0.036055143,0.01,1,0.9866491
"{NMF_EyeAp=1,NMF_Eyegaze=0,Fully_Lex=1} ", {NMF_Body=0},0.006022081,0.58064516,0.010371362,1.569212,18,1.502252,0.09721071,0.016085791,0.01,1,0.9866569
"{NMF_EyeAp=1,NMF_Eyebrows=1,Fully_Lex=1} ", {NMF_Head=0},0.023084644,0.16197183,0.142522583,1.277398,69,1.041972,0.17172151,0.09375,0.01,1,0.9869914
"{NMF_CA=1,NMF_EyeAp=0,NMF_Eyegaze=1} ", {Non_Lex=1},0.009033121,0.0645933,0.139846102,1.532297,27,1.023988,0.11764957,0.052224371,0.01,1,0.9870493
"{NMF_EyeAp=1,NMF_Eyebrows=0,Fully_Lex=0} ", {NMF_Cheeks=1},0.006022081,0.04663212,0.129140181,1.720783,18,1.020488,0.10179732,0.040089087,0.01,1,0.9870596
"{NMF_EyeAp=1,NMF_Head=0,Fully_Lex=0} ", {NMF_Eyegaze=0},0.00267648,0.07843137,0.034125125,2.520767,8,1.051344,0.08213881,0.042780749,0.01,1,0.9871035
"{NMF_EyeAp=1,NMF_Eyegaze=0} ", {NMF_Eyebrows=0},0.014386082,0.61428571,0.023419204,1.29121,43,1.359181,0.13629177,0.029675638,0.01,1,0.9871328
