Body_Movement,CA,Cheeks,Eye_Aperture,Eyebrows,Eyegaze,Head_Movement
TWIST+sr,null,null,//,null,+sr > +camera,TURN+sr
LEAN+sr > LEAN+sl,null,null,WD,null,+sr > +camera,TURN+sr
LEAN+backward,CA:BOY,null,//,null,+sr & +up > +sr & +dn,PUSH+backward
null,null,null,null,null,+sr & +up > +sl & +up,TURN+sr > TURN+sl
null,null,null,// > WD,null,+sr & +up > +sl & +up,TURN+sl
LEAN+sl,CD:BOY,null,SQ,null,+sr & +up > +sl & +up,TURN+sr > TURN+sl
null,null,null,//,null,+sr & +up > +sl,TILT+backward > TURN+sl
LEAN+backward,null,null,//,null,+sr & +up > +sl,TURN+sr
LEAN+sr,null,null,SQ,null,+sr & +up > +sl,TURN+sl
LEAN+sr > LEAN+sl,CA:BOY,null,SQ > // > SQ+,null,+sr & +up > +sl,TURN+sr > TURN+sl
null,null,null,//,null,+sr & +up > +interlocutor2,null
LEAN+sl,null,null,null,null,+sr & +up > +interlocutor1,TURN+sr
LEAN+sl,null,null,//,null,+sr & +up > +interlocutor1,TURN+sr
LEAN+sr,CA:BOY,null,CLOSED > //,null,+sr & +up > +hands > +interlocutor1,TILT+sr > TILT+forward
null,null,null,//,null,+sr & +up > +dn,TILT+forward
null,CA:MAN,null,null,null,+sr & +up > +camera > +sr,null
LEAN+backward,CA:BOY,null,WD,null,+sr & +up > +camera,TILT+forward > TURN+sr > TILT+backward > TURN+sl > TURN+sr
LEAN+sl > LEAN+sr,null,null,SQ,null,+sr & +up > +camera,TILT+backward > TILT+sr
LEAN+sl,CA:WOMAN,2 x Puffed,//,null,+sr & +up,TURN+sr
TWIST+sr,null,null,null,null,+sr & +up,TURN+sr > TILT+backward
LEAN+backward,null,null,null,null,+sr & +up,TURN+sr
LEAN+backward,null,null,//,null,+sr & +up,TURN+sr
null,null,null,null,null,+sr & +up,TURN+sr
LEAN+sl,CA:DOG        ,null,WD,null,+sr & +up,TURN+sr
LEAN+sl,CA:DOG        ,null,WD,null,+sr & +up,TURN+sr
LEAN+sl,CA:DOG        ,null,WD,null,+sr & +up,TURN+sr
LEAN+sl,CA:DOG        ,null,WD,null,+sr & +up,TURN+sr
null,null,null,//,null,+sr & +up,TURN+sr
LEAN+forward,null,null,SQ,null,+sr & +up,TILT+backward
null,null,null,CLOSED,null,+sr & +up,TILT+sl
null,null,null,null,null,+sr & +up,null
null,CA:WOMAN,null,// > SQ,null,+sr & +up,Headnod
null,CA:WOMAN,null,WD,null,+sr & +up,Headnod > TURN+sr
null,null,null,WD,null,+sr & +up,TURN+sr
TWIST+sr & LEAN+backward,CA:FROG,null,null,null,+sr & +up,TURN+sr & TILT+backward
LEAN+backward,CA:FROG,null,null,null,+sr & +up,TILT+backward
LEAN+sl,CA:BABY-FROGS,null,null,null,+sr & +up,TURN+sr
LEAN+backward > LEAN+sr,CA:DOG,2 x Puffed,WD,null,+sr & +up,TURN+sl
LEAN+forward > LEAN+sr,CD:BOY,null,SQ,null,+sr & +up,TURN+sr
LEAN+sl,null,null,SQ,null,+sr & +up,TILT+backward
LEAN+sl,CA:BOY,null,SQ,null,+sr & +up,TILT+backward
TWIST+sr,null,null,null,null,+sr & +dn > +sr,Headnod
TWIST+sr,null,null,null,null,+sr & +dn > +sl & +up,TURN+sr > TURN+sl
LEAN+ls > LEAN+sr,CA:DOG,null,WD+,null,+sr & +dn > +sl & +up,TURN+sr > TURN+sl
LEAN+sl,null,null,null,null,+sr & +dn > +sl & +dn > +sr & +up,TURN+sr > TILT+sr > TURN+sr
LEAN+backward,null,null,null,null,+sr & +dn > +sl & +dn,TURN+sr > Headnod
LEAN+forward > TWIST+sl,null,null,null,null,+sr & +dn > +sl & +dn,Headnod > TURN+sl
LEAN+backward > LEAN+sr,null,null,WD,null,+sr & +dn > +sl & +dn,TILT+backward > TURN+sr
LEAN+forward,CA:WOMAN,null,null,null,+sr & +dn > +sl,TURN+sr > TURN+sl
null,null,null,null,null,+sr & +dn > +sl,TURN+sl
TWIST+sr > LEAN+forward,null,null,SQ,null,+sr & +dn > +sl,TILT+forward > TURN+sl
LEAN+forward,CA:BOY,null,SQ > //,null,+sr & +dn > +sl,TILT+forward > TURN+sl
LEAN+sl > LEAN+forward,CA:BOY,null,SQ,null,+sr & +dn > +nd,TURN+sr > TURN+sl
null,CA:BOY,null,null,null,+sr & +dn > +interlocutor1,TILT+forward
LEAN+sr,CA:BOY,null,null,null,+sr & +dn > +interlocutor1,TURN+sr
LEAN+sl,null,null,null,null,+sr & +dn > +interlocutor1,TURN+sr
LEAN+forward,CA:DOG,null,null,null,+sr & +dn > +interlocutor1,PUSH+forward
LEAN+sr,null,null,SQ > CLOSED,null,+sr & +dn > +interlocutor1,null
LEAN+forward,CA:BOY,null,WD,null,+sr & +dn > +hands,PUSH+forward
SHOULDERS+hunched,null,null,null,null,+sr & +dn > +hands,TURN+sr
LEAN+sr,CA:BOY,null,WD,null,+sr & +dn > +dn,PUSH+forward
LEAN+forward,CA:BOY  ,null,null,null,+sr & +dn > +dh,TILT+forward
LEAN+sl,null,null,SQ > // > WD,null,+sr & +dn > +camera > +hands,TILT+sl
LEAN+sl,null,null,//,null,+sr & +dn > +camera,TILT+sr
LEAN+forward,CA:BOY  ,null,null,null,+sr & +dn > +camera,TILT+sr
LEAN+sr,null,null,WD,null,+sr & +dn > +camera,TURN+sr
LEAN+sr & TWIST+sr,CA:DOG,null,null,null,+sr & +dn,PUSH+forward & Headshake
LEAN+forward,CA:BOY,null,null,null,+sr & +dn,PUSH+forward
TWIST+sr,null,2 x Puffed,WD,null,+sr & +dn,TURN+sr
null,CD:WOMAN ,null,//,null,+sr & +dn,TURN+sr
null,null,null,null,null,+sr & +dn,TURN+sr
LEAN+sl,CA:WOMAN ,null,CLOSED,null,+sr & +dn,TURN+sr > Headshake
LEAN+forward,CA:WOMAN,null,null,null,+sr & +dn,TURN+sr
LEAN+forward,CA:WOMAN,null,null,null,+sr & +dn,TURN+sr
null,null,null,null,null,+sr & +dn,Headnod
null,null,null,null,null,+sr & +dn,TURN+sl
null,null,null,null,null,+sr & +dn,TILT+forward
null,CA:MAN,null,null,null,+sr & +dn,TURN+sr
null,CA:MAN,null,null,null,+sr & +dn,TURN+sr
null,CA:MAN,null,null,null,+sr & +dn,TURN+sr
null,CA:MAN,null,null,null,+sr & +dn,TURN+sr
null,CA:MAN,null,null,null,+sr & +dn,null
LEAN+forward,CA:FATHER,null,null,null,+sr & +dn,TILT+sr
TWIST+sr,CA:FATHER,null,null,null,+sr & +dn,TILT+sr
LEAN+backward,null,null,//,null,+sr & +dn,TURN+sr
null,null,null,null,null,+sr & +dn,TURN+sr
LEAN+forward,null,null,//,null,+sr & +dn,TILT+forward
LEAN+forward,null,null,//,null,+sr & +dn,TILT+forward > TILT+sr
TWIST+sr,CA:FATHER,null,null,null,+sr & +dn,TILT+forward
TWIST+sr,CA:FATHER,null,//,null,+sr & +dn,TILT+forward
TWIST+sr,null,null,null,null,+sr & +dn,TILT+forward
LEAN+sl,null,null,//,null,+sr & +dn,TURN+sr
LEAN+sl,null,null,null,null,+sr & +dn,TILT+forward
null,null,null,//,null,+sr & +dn,TILT+backward
LEAN+forward > TWIST+sr,CA:BOY,null,WD,null,+sr & +dn,TURN+sr
TWIST+sr,null,null,WD,null,+sr & +dn,TURN+sr
LEAN+sr,null,null,null,null,+sr & +dn,TURN+sr
LEAN+forward,CA:BOY ,null,null,null,+sr & +dn,TURN+sr
LEAN+forward,CA:BOY ,null,null,null,+sr & +dn,TURN+sr
LEAN+forward,null,null,null,null,+sr & +dn,PUSH+forward
LEAN+forward,CA:BOY ,null,null,null,+sr & +dn,PUSH+forward
LEAN+forward,null,null,null,null,+sr & +dn,PUSH+forward
LEAN+forward,null,null,CLOSED > //,null,+sr & +dn,TILT+forward
TWIST+sl,null,null,SQ > CLOSED,null,+sr & +dn,TURN+sr > TURN+sl
null,CA:BOY ,null,WD > //,null,+sr & +dn,TILT+sr > TURN+sr
LEAN+forward,CA:BOY  ,null,null,null,+sr & +dn,PUSH+forward
LEAN+forward,CA:BOY  ,null,null,null,+sr & +dn,TILT+forward
LEAN+forward,CA:BOY  ,null,null,null,+sr & +dn,TILT+forward
LEAN+forward,CA:BOY  ,null,null,null,+sr & +dn,TILT+forward
LEAN+forward,CA:BOY  ,null,CLOSED,null,+sr & +dn,TILT+forward
LEAN+forward,CA:BOY  ,null,null,null,+sr & +dn,TILT+forward
LEAN+forward,CA:BOY  ,null,// > CLOSED,null,+sr & +dn,Headnod
LEAN+forward,CA:BOY  ,null,//,null,+sr & +dn,TILT+sr
LEAN+forward,CA:BOY  ,null,//,null,+sr & +dn,TILT+sr
LEAN+forward,CA:BOY  ,null,//,null,+sr & +dn,TILT+sr
LEAN+forward,CA:BOY  ,null,null,null,+sr & +dn,TILT+sr
LEAN+forward,CA:BOY  ,null,null,null,+sr & +dn,TILT+sr
LEAN+forward,CA:BOY  ,null,null,null,+sr & +dn,TILT+sr
null,null,null,SQ,null,+sr & +dn,TILT+backward
SHOULDERS+hunched,CA:WOMAN,null,//,null,+sr & +dn,TURN+sr
null,null,null,//,null,+sr & +dn,null
LEAN+backward,null,null,//,null,+sr & +dn,TILT+backward
null,null,null,//,null,+sr & +dn,null
null,null,null,null,null,+sr & +dn,TURN+sr
null,null,null,//,null,+sr & +dn,TILT+forward
null,null,null,// > CLOSED,null,+sr & +dn,TILT+forward
null,null,null,CLOSED,null,+sr & +dn,TILT+sr
LEAN+forward,null,null,null,null,+sr & +dn,TURN+sr
LEAN+forward,null,null,//,null,+sr & +dn,Headnod
null,null,null,null,null,+sr & +dn,TILT+forward
LEAN+forward,null,null,// > //,null,+sr & +dn,TILT+forward
LEAN+forward,null,null,//,null,+sr & +dn,TILT+forward
null,null,null,//,null,+sr & +dn,Headnod
null,null,null,null,null,+sr & +dn,TILT+forward
TWIST+sr,null,null,null,null,+sr & +dn,TURN+sr
TWIST+sr,null,null,null,null,+sr & +dn,TURN+sr
TWIST+sr,null,null,null,null,+sr & +dn,TURN+sr
LEAN+sl,null,null,null,null,+sr & +dn,TURN+sl
LEAN+sl > TWIST+sr,null,null,null,null,+sr & +dn,TURN+sl > TURN+sr
TWIST+sr,CA:BOY,null,null,null,+sr & +dn,TURN+sr
TWIST+sr,null,null,null,null,+sr & +dn,TURN+sr & TILT+forward
TWIST+sr,null,null,null,null,+sr & +dn,TURN+sr & TILT+forward
SHOULDERS+hunched,null,null,null,null,+sr & +dn,TURN+sr & TILT+forward
LEAN+sr,null,null,null,null,+sr & +dn,TURN+sr & TILT+forward
LEAN+sr,null,null,null,null,+sr & +dn,TURN+sr & TILT+forward
LEAN+sr,null,null,null,null,+sr & +dn,TURN+sr & TILT+forward
LEAN+sr,null,2 x Puffed,null,null,+sr & +dn,TILT+forward > Headshake
LEAN+sr > LEAN+backward,null,2 x Puffed,null,null,+sr & +dn,TILT+forward
LEAN+backward,null,null,null,null,+sr & +dn,TILT+forward
LEAN+forward,null,null,null,null,+sr & +dn,Headnod
TWIST+sr,null,null,null,null,+sr & +dn,Headnod
LEAN+forward > SHOULDERS+hunched,null,null,null,null,+sr & +dn,PUSH+forward > TURN+sr
SHOULDERS+hunched,null,null,null,null,+sr & +dn,TURN+sr
LEAN+forward,null,null,null,null,+sr & +dn,TURN+sr
LEAN+forward,null,null,null,null,+sr & +dn,TURN+sr
LEAN+sr > LEAN+forward,null,null,null,null,+sr & +dn,TURN+sr > PUSH+forward
null,null,null,null,null,+sr & +dn,TURN+sr
LEAN+forward,null,null,null,null,+sr & +dn,TILT+forward & TURN+sr
LEAN+sr,CA:DOG,null,null,null,+sr & +dn,TURN+sr > PUSH+forward
LEAN+sl,null,null,null,null,+sr & +dn,TURN+sr
LEAN+forward,null,null,SQ,null,+sr & +dn,TILT+forward > TURN+sr
LEAN+forward > LEAN+sl,CA:BOY,null,SQ,null,+sr & +dn,TURN+sr
LEAN+backward,CA:BOY,null,//,null,+sr & +dn,TILT+backward
LEAN+backward,null,null,//,null,+sr & +dn,TILT+backward
LEAN+backward,null,null,null,null,+sr & +dn,TILT+backward > TILT+forward
TWIST+sr,null,null,null,null,+sr & +dn,TURN+sl > TURN+sr
LEAN+sl,CA:BOY,null,SQ,null,+sr & +dn,TILT+backward
LEAN+sl > LEAN+sr,CA:BOY,null,SQ,null,+sr & +dn,TILT+backward > PUSH+forward
LEAN+sl,null,null,null,null,+sr & +dn,TURN+sr
LEAN+forward,null,null,WD+,null,+sr & +dn,TILT+forward
LEAN+sl,null,null,SQ,null,+sr & +dn,TURN+sr
LEAN+sr,null,null,//,null,+sr & +dn,TILT+backward > TURN+sl
TWIST+sr,null,null,null,null,+sr & +dn,TILT+backward > TILT+forward
LEAN+forward,CA:BOY,null,SQ,null,+sr & +dn,TURN+sl > TILT+forward
LEAN+sr,null,null,SQ,null,+sr & +dn,TURN+sr
LEAN+sr,null,null,SQ,null,+sr & +dn,TURN+sr
LEAN+sr,null,null,SQ,null,+sr & +dn,TURN+sr
LEAN+sr,null,null,SQ,null,+sr & +dn,TURN+sr
LEAN+sr,null,null,SQ,null,+sr & +dn,TURN+sr
LEAN+sr,null,null,SQ,null,+sr & +dn,TURN+sr
LEAN+sr,null,null,SQ,null,+sr & +dn,TURN+sr
LEAN+sr,null,null,SQ,null,+sr & +dn,TURN+sr
LEAN+sr,null,null,SQ,null,+sr & +dn,TURN+sr
TWIST+sl,CA:DOG,null,CLOSED,null,+sr,TILT+sl
LEAN+sr,null,null,null,null,+sr,TILT+forward
TWIST+sr,CD:WOMAN ,null,null,null,+sr,TURN+sr
TWIST+sr,CD:WOMAN ,null,null,null,+sr,TURN+sr
null,CA:WOMAN ,null,null,null,+sr,TURN+sr
LEAN+sl,null,null,null,null,+sr,null
LEAN+sl,null,null,//,null,+sr,null
LEAN+sl,null,null,null,null,+sr,null
LEAN+sl,null,null,null,null,+sr,null
LEAN+sl,null,null,null,null,+sr,null
LEAN+forward,CA:WOMAN ,null,//,null,+sr,TILT+forward
LEAN+forward,CA:WOMAN ,null,null,null,+sr,TILT+forward
LEAN+forward,CA:WOMAN ,null,null,null,+sr,TURN+sr
LEAN+forward,CA:WOMAN ,null,null,null,+sr,TURN+sr
null,null,null,null,null,+sr,TURN+sr
LEAN+backward,null,null,null,null,+sr,TURN+sr
LEAN+backward,null,null,null,null,+sr,TILT+sr
null,null,null,null,null,+sr,TURN+sr
LEAN+sr,null,null,null,null,+sr,TURN+sr
LEAN+sr,null,null,null,null,+sr,TURN+sr
LEAN+sr,null,null,null,null,+sr,TURN+sr
LEAN+sr,null,null,null,null,+sr,TURN+sr & PUSH+forward
LEAN+sl,null,null,null,null,+sr,TURN+sr
null,null,null,null,null,+sr,TURN+sr
LEAN+sr,CA:WOMAN,null,null,null,+sr,TURN+sr
LEAN+sr,CA:WOMAN,null,null,null,+sr,TURN+sr
TWIST+sr,CA:FRIEND,null,null,null,+sr,TURN+sr
TWIST+sr,CA:FRIEND,null,//,null,+sr,TURN+sr
LEAN+sr,CA:WOMAN,null,null,null,+sr,TURN+sr
null,null,null,//,null,+sr,null
null,null,null,null,null,+sr,TURN+sr
null,null,null,//,null,+sr,TURN+sr
LEAN+forward,null,null,null,null,+sr,TURN+sr
LEAN+forward,null,null,null,null,+sr,TURN+sr
null,CA:MAN ,null,null,null,+sr,TURN+sr
null,CA:MAN ,null,null,null,+sr,TURN+sr
null,CA:MAN ,null,null,null,+sr,TURN+sr
null,CA:MAN ,null,null,null,+sr,TURN+sr
null,null,null,null,null,+sr,TURN+sr
null,CA:MAN,null,null,null,+sr,TURN+sr
LEAN+sr,CA:MAN,null,null,null,+sr,TURN+sr
LEAN+sr,null,null,null,null,+sr,TURN+sr
LEAN+sr,null,null,null,null,+sr,TURN+sr
LEAN+sr,null,null,null,null,+sr,TURN+sr
LEAN+sr,null,null,null,null,+sr,TURN+sr
LEAN+sr > LEAN+forward > LEAN+sl,CA:GROUP OF FRIENDS,null,null,null,+sr,TURN+sr > PUSH+forward
LEAN+sl,null,null,//,null,+sr,TURN+sr
LEAN+sr,null,null,//,null,+sr,TURN+sr
LEAN+sr,null,null,//,null,+sr,TILT+sr
TWIST+sr,null,null,//,null,+sr,TILT+sr
null,CA:POLICE,null,CLOSED,null,+sr,TURN+sr
TWIST+sr,null,null,// > //,null,+sr,TURN+sr
null,null,null,//,null,+sr,Headnod
null,CA:ENGLISH MAN,null,null,null,+sr,TURN+sr
null,null,null,//,null,+sr,null
null,null,null,//,null,+sr,TURN+sr
TWIST+sr,CA:DAD ,null,//,null,+sr,TURN+sr
null,null,null,null,null,+sr,TURN+sr
null,null,null,null,null,+sr,TILT+forward
null,CA:BOY,null,//,null,+sr,TILT+forward > PUSH+forward
null,CD:BOY,null,//,null,+sr,TURN+sr
TWIST+sr,CA:BOY,null,//,null,+sr,TILT+sr
null,null,null,null,null,+sr,TILT+forward
LEAN+sl,null,null,CLOSED,null,+sr,TURN+sr
LEAN+forward,CA:BOY  ,null,CLOSED,null,+sr,TILT+sr
LEAN+sr,null,null,SQ,null,+sr,TURN+sr & TILT+forward
null,CA:WOMAN,null,null,null,+sr,null
TWIST+sr,CA:WOMAN,null,SQ,null,+sr,TILT+sr
TWIST+sr,CA:WOMAN,null,WD > // > WD > //,null,+sr,TILT+sr
null,null,null,null,null,+sr,null
null,null,null,null,null,+sr,null
null,null,null,null,null,+sr,TURN+sr
LEAN+forward,null,null,// > CLOSED,null,+sr,Headnod
LEAN+forward,null,null,WD,null,+sr,TURN+sr
LEAN+forward,null,null,WD,null,+sr,TURN+sr
TWIST+sr,null,null,WD > //,null,+sr,TURN+sr
null,null,null,CLOSED,null,+sr,null
null,null,null,//,null,+sr,Headnod
LEAN+backward,null,null,// > CLOSED,null,+sr,TURN+sr
LEAN+sl,null,null,null,null,+sr,TILT+sl > TILT+forward
TWIST+sr,null,null,null,null,+sr,TURN+sr
LEAN+backward,null,null,null,null,+sr,TURN+sr
LEAN+sl,CA:BOY,null,null,null,+sr,TURN+sl
LEAN+sr,CA:BOY,null,null,null,+sr,TILT+forward
LEAN+sr,CA:BOY,null,null,null,+sr,TILT+forward
LEAN+sr,CA:BOY,null,null,null,+sr,TILT+forward
LEAN+sr,null,null,null,null,+sr,TURN+sr
LEAN+sr,null,null,null,null,+sr,TURN+sr
LEAN+sr,null,null,null,null,+sr,TURN+sr
LEAN+sr,null,null,null,null,+sr,TURN+sr
LEAN+sr,null,null,null,null,+sr,TURN+sr
LEAN+sr,CA:DOG,null,//,null,+sr,TURN+sr
LEAN+sr > LEAN+forward,CA:DOG,null,//,null,+sr,TURN+sr
LEAN+forward,CA:BOY,null,//,null,+sr,TURN+sr
LEAN+sr,CA:BOY,null,WD,null,+sr,TURN+sr
LEAN+sr,null,null,WD,null,+sr,TURN+sr
LEAN+sr > LEAN+sl,null,null,WD > //,null,+sr,TURN+sr
LEAN+sl,null,null,//,null,+sr,TURN+sr
LEAN+sl,null,null,null,null,+sr,TURN+sr
TWIST+sl > LEAN+forward,CA:BOY ,2 x Puffed,SQ,null,+sl > +up,TURN+sl > TILT+backward
null,null,null,null,null,+sl > +sr & +dn,Headnod
LEAN+sl > LEAN+sr,null,null,// > SQ,null,+sl > +sr & +dn,TILT+sl > TURN+sl
null,null,null,//,null,+sl > +sr,TURN+sl > TURN+sr
LEAN+sr,CA:WOMAN ,null,//,null,+sl > +sr,TURN+sr
null,null,null,//,null,+sl > +sr,null
LEAN+sl,CA:MAN ,null,null,null,+sl > +sr,TURN+sl > TURN+sr
null,null,null,null,null,+sl > +sr,TURN+sr
LEAN+sr,CA:BOY,null,//,null,+sl > +sr,TURN+sl > TURN+sr
LEAN+sl > LEAN+sr,CA:BOY,null,//,null,+sl > +sr,TURN+sr
LEAN+sl,CA:BOY,null,//,null,+sl > +sr,TURN+sr
TWIST+sl > LEAN+backward,CD:BOY,null,WD > SQ,null,+sl > +sl & +up,TURN+sl
LEAN+sr,CA:BOY,null,//,null,+sl > +sl & +dn,TILT+sr > TURN+sl
SHOULDERS+hunched,CA:MAN,null,SQ > // > SQ,null,+sl > +nd,TURN+sl > TILT+forward
LEAN+sl,null,null,null,null,+sl > +interlocutor1 > +sl & +dn,TILT+backward
null,null,2 x Puffed,null,null,+sl > +interlocutor1,PUSH+forward > TURN+sr
null,null,null,null,null,+sl > +interlocutor1,TURN+sr
null,null,null,null,null,+sl > +interlocutor1,TURN+sl
null,null,null,//,null,+sl > +interlocutor1,TURN+sl
null,CA:FROG,null,// > //,null,+sl > +interlocutor1,TURN+sl
null,CA:BOY,null,null,null,+sl > +interlocutor1,null
LEAN+forward,null,null,null,null,+sl > +interlocutor1,TILT+forward
LEAN+sl,null,null,//,null,+sl > +interlocutor1,TURN+sl
LEAN+backward,null,null,//,null,+sl > +dn,Headnod
LEAN+forward,null,null,//,null,+sl > +dn,PUSH+forward > TILT+backward
LEAN+backward,null,null,null,null,+sl > +dn,TILT+forward > TURN+sr
LEAN+backward,null,null,//,null,+sl > +dn,TURN+sr > TURN+sl
null,null,null,//,null,+sl > +dh,TURN+sl
TWIST+sl,CD:HELEN,null,null,null,+sl > +camera > +sl,null
LEAN+forward,CD:HELEN,null,// > SQ > //,null,+sl > +camera > +sl,PUSH+forward
null,CA:MOTHER,null,WD,null,+sl > +camera,null
LEAN+forward,null,null,//,null,+sl > +camera,TILT+backward > TILT+forward
null,null,null,null,null,+sl > +camera,TILT+forward
LEAN+sl,null,null,null,null,+sl > +camera,TILT+sr
null,CD:HELEN,null,null,null,+sl > +camera,TILT+sl > TURN+sr
TWIST+sl > LEAN+forward,CD:HELEN,null,SQ,null,+sl > +camera,TILT+sr > PUSH+forward
TWIST+sl,null,null,//,null,+sl > +camera,TURN+sl > TURN+sr
TWIST+sl,CA:SIGNER,null,CLOSED,null,+sl > +camera,TURN+sl
TWIST+sl,null,null,SQ,null,+sl > +camera,TURN+sl > TILT+backward
LEAN+sr > TWIST+sl,CA:BOY ,2 x Puffed,SQ,null,+sl & +up > +up > +sl,TURN+sl > TILT+backward > TURN+sl
LEAN+sl > LEAN+sr,null,2 x Puffed,null,null,+sl & +up > +up,TILT+backward
LEAN+sr,CA:ENGLISH MAN,null,null,null,+sl & +up > +sr,TURN+sl > TURN+sr
null,null,null,WD > //,null,+sl & +up > +sr,TURN+sl > TURN+sr
TWIST+sl > TWIST+sr,null,null,//,null,+sl & +up > +sr,TURN+sl > TURN+sr
LEAN+backward,CA:FROG & CA:FROG-GIRLFRIEND,2 x Puffed,SQ > //,null,+sl & +up > +sl & +dn,TILT+backward
LEAN+sl > LEAN+forward,null,null,null,null,+sl & +up > +hands,TURN+sl > TILT+forward
LEAN+backward,CA:BOY,null,WD,null,+sl & +up > +dn > +sl & +dn,TILT+backward > TURN+sl
LEAN+sr > LEAN+backward,CA:DOG,2 x Puffed,//,null,+sl & +up > +dn,TILT+backward
LEAN+backward,null,null,SQ+,null,+sl & +up > +camera > +sl & +up,TURN+sl
TWIST+sl,null,null,null,null,+sl & +up > +camera > +sl & +up,TILT+backward > TURN+sr > TURN+sl
LEAN+forward,CA:BOY,null,WD,null,+sl & +up > +camera,TURN+sl
TWIST+sl,null,null,SQ,null,+sl & +up > +camera,TURN+sl
LEAN+forward > LEAN+sl,CA:OWL,null,WD,null,+sl & +up > +camera,TURN+sl > TILT+forward
TWIST+sl,CA:DOG ,null,SQ,null,+sl & +up,Headnod > TILT+backward
LEAN+sr,CA:WOMAN,2 x Puffed,SQ,null,+sl & +up,TURN+sl
LEAN+sr,null,null,SQ,null,+sl & +up,TURN+sl
LEAN+sr,null,null,// > SQ,null,+sl & +up,TURN+sl
SHOULDERS+hunched,CA:WOMAN ,null,WD,null,+sl & +up,null
LEAN+sr,CA:WOMAN,null,null,null,+sl & +up,TURN+sl
LEAN+sr,CA:WOMAN,null,null,null,+sl & +up,TURN+sl
null,null,null,//,null,+sl & +up,null
null,null,null,null,null,+sl & +up,null
LEAN+sl,null,null,//,null,+sl & +up,null
LEAN+sr,null,null,null,null,+sl & +up,TURN+sl
null,null,null,//,null,+sl & +up,TURN+sl
null,null,null,null,null,+sl & +up,PUSH+forward
SHOULDERS+hunched,null,null,//,null,+sl & +up,Headnod
null,null,null,null,null,+sl & +up,TILT+sl
null,null,null,//,null,+sl & +up,TILT+sl
null,null,null,// > SQ,null,+sl & +up,Headnod
null,null,null,SQ,null,+sl & +up,Headnod
SHOULDERS+hunched,null,null,SQ+,null,+sl & +up,Headnod
SHOULDERS+hunched,CA:HELEN,null,SQ+,null,+sl & +up,TURN+sl
SHOULDERS+hunched,CA:HELEN,null,SQ+,null,+sl & +up,TILT+sr
SHOULDERS+hunched > LEAN+sr,CA:HELEN,null,SQ+ > //,null,+sl & +up,TILT+sl
null,null,null,//,null,+sl & +up,TILT+forward
null,null,null,SQ,null,+sl & +up,TILT+forward
null,CA:HELEN,null,SQ > //,null,+sl & +up,TILT+forward
LEAN+sr,null,null,// > WD,null,+sl & +up,TURN+sl
null,null,null,WD,null,+sl & +up,null
TWIST+sr > LEAN+backward,CA:DOG,null,null,null,+sl & +up,TURN+sl
LEAN+backward,CA:DOG,null,null,null,+sl & +up,TURN+sl
LEAN+backward,null,null,null,null,+sl & +up,TURN+sl
TWIST+sl,null,2 x Puffed,null,null,+sl & +up,TURN+sl
LEAN+forward > LEAN+backward,null,null,WD,null,+sl & +up,TURN+sl > TILT+backward
LEAN+backward,CA:BOY,null,WD,null,+sl & +up,TILT+backward
LEAN+sr > LEAN+backward,CA:FROG & CA:FROG-GIRLFRIEND,2 x Puffed,SQ,null,+sl & +up,TILT+sr > TILT+backward
TWIST+sl,CA:BOY,null,//,null,+sl & +up,TURN+sl
LEAN+sl,CA:BOY,null,//,null,+sl & +up,TURN+sl
LEAN+sr > LEAN+sl,null,2 x Puffed,null,null,+sl & +up,TURN+sl
LEAN+sl > LEAN+sr,CA:BOY ,2 x Puffed,null,null,+sl & +up,TURN+sl
LEAN+sl > LEAN+sr,CA:BOY,null,SQ,null,+sl & +up,TURN+sl
LEAN+sr,null,null,null,null,+sl & +up,TILT+forward > TURN+sl
LEAN+sr > TWIST+sl,null,2 x Puffed,null,null,+sl & +up,TURN+sl
TWIST+sl,null,null,null,null,+sl & +up,TURN+sl
TWIST+sl,null,null,null,null,+sl & +up,TURN+sl
LEAN+sr,CA:DOG,null,null,null,+sl & +up,TURN+sl > TILT+backward
LEAN+sr,null,null,null,null,+sl & +up,TILT+backward > TILT+forward
LEAN+sl,CA:DOG,null,null,null,+sl & +up,TURN+sl & PUSH+forward
LEAN+sl > LEAN+forward,null,null,null,null,+sl & +up,PUSH+forward > PUSH+forward > TILT+backward
TWIST+sl,null,null,null,null,+sl & +up,TILT+backward
TWIST+sl,null,null,null,null,+sl & +up,TURN+sl
TWIST+sl,null,null,null,null,+sl & +up,TURN+sl
LEAN+sr & LEAN+forward,null,null,WD,null,+sl & +up,TURN+sl
LEAN+sr,CA:BOY,null,//,null,+sl & +up,TURN+sr
null,null,null,null,null,+sl & +up,TILT+forward
LEAN+sr,null,null,//,null,+sl & +up,TILT+forward > TILT+sl
LEAN+forward > TWIST+sr,null,null,null,null,+sl & +dn > +sr & +up,PUSH+forward > TURN+sr
LEAN+sl > TWIST+sl > TWIST+sr > LEAN+forward,CA:BOY,2 x Puffed,WD > //,null,+sl & +dn > +sr & +dn > +sl & +dn,TURN+sl > TURN+sr > TURN+sl > TILT+backward
null,null,null,null,null,+sl & +dn > +sr & +dn,TURN+sl
null,null,null,null,null,+sl & +dn > +sr & +dn,TILT+backward
LEAN+forward,CA:BOY  ,null,null,null,+sl & +dn > +sr & +dn,TILT+forward > PUSH+forward
null,null,null,null,null,+sl & +dn > +sr & +dn,TILT+forward > TURN+sr
